1	23 
2	18 28 
3	31 
4	19 
5	47 
6	46 
7	1 
8	48 
9	37 
10	15 
11	32 38 
12	5 
13	8 
14	49 
15	3 
16	46 
17	5 
18	4 
19	17 
20	7 
21	11 
22	49 
23	22 
24	30 
25	17 
26	52 
27	50 
28	50 
29	4 
30	34 
31	3 
32	22 
33	1 
34	26 
35	52 
36	48 
37	47 51 
38	26 
39	49 
40	6 
41	48 
42	37 
43	22 
44	2 
45	24 
46	34 
47	44 
48	17 
49	16 
50	13 
51	3 
52	33 
53	24 
54	3 
55	16 
56	2 
57	41 
58	30 
59	8 
60	20 
61	22 
62	25 
63	45 47 
64	33 
65	1 
66	35 
67	52 
68	33 
69	8 
70	11 
71	33 
72	42 
73	25 
74	21 
75	29 
76	21 
77	29 
78	38 
79	46 
80	36 
81	43 
82	40 
83	10 
84	33 
85	25 
86	23 
87	47 
88	27 
89	23 
90	26 
91	32 
92	42 
93	37 
94	29 
95	36 37 
96	22 
97	30 
98	33 
99	34 
100	8 
101	1 
102	47 
103	31 
104	8 
105	38 
106	44 
107	34 
108	31 
109	3 
110	19 
111	16 
112	44 
113	22 
114	18 
115	17 
116	45 
117	34 
118	32 
119	33 
120	3 
121	33 
122	19 
123	34 
124	37 
125	25 
126	22 
127	7 
128	3 
129	26 
130	27 
131	46 
132	51 
133	3 
134	43 48 
135	39 
136	30 
137	51 
138	35 
139	50 
140	2 
141	25 
142	28 
143	1 
144	29 
145	18 
146	1 
147	4 
148	4 
149	24 
150	49 
151	42 
152	31 
153	8 
154	35 
155	5 
156	12 
157	18 
158	52 
159	27 
160	11 
161	46 
162	3 
163	31 
164	25 
165	21 
166	27 
167	27 
168	10 
169	22 
170	44 
171	45 
172	5 
173	37 
174	16 
175	25 
176	4 
177	42 
178	10 
179	5 
180	22 
181	29 
182	9 
183	39 
184	35 
185	28 
186	26 
187	8 
188	35 
189	6 
190	51 
191	28 
192	38 
193	49 
194	10 
195	31 
196	1 
197	15 
198	46 
199	21 
200	31 
201	5 
202	46 
203	35 
204	44 
205	1 
206	3 
207	8 47 
208	37 
209	23 
210	10 
211	16 
212	41 
213	23 
214	26 
215	27 28 
216	36 
217	9 
218	32 
219	12 
220	7 45 
221	52 
222	11 
223	44 
224	12 
225	32 
226	35 
227	6 
228	21 
229	16 
230	30 
231	23 
232	47 
233	23 39 
234	4 
235	12 
236	38 
237	14 
238	26 
239	19 
240	31 
241	10 
242	51 
243	24 
244	7 
245	51 
246	25 
247	25 28 
248	6 
249	46 
250	36 
251	34 
252	42 
253	28 
254	44 
255	49 
256	4 
257	24 
258	49 
259	15 
260	30 
261	25 
262	49 
263	11 
264	47 
265	39 
266	26 
267	14 
268	36 39 
269	46 
270	28 
271	38 
272	14 
273	30 
274	15 
275	18 
276	36 
277	29 
278	5 
279	21 
280	17 24 
281	34 
282	49 
283	52 
284	29 
285	3 
286	13 
287	16 
288	51 
289	44 
290	1 
291	21 
292	24 
293	6 
294	13 
295	2 
296	7 
297	20 
298	40 
299	34 
300	13 
301	10 
302	32 
303	15 
304	23 
305	12 
306	45 
307	14 
308	42 
309	37 
310	30 
311	42 
312	29 
313	39 
314	8 
315	19 
316	16 
317	1 
318	27 34 
319	16 
320	52 
321	4 
322	48 
323	26 
324	14 
325	35 
326	26 
327	10 
328	28 
329	19 
330	29 
331	35 
332	18 
333	9 
334	15 
335	10 
336	42 
337	12 
338	17 
339	51 
340	15 
341	36 
342	18 
343	21 
344	1 
345	52 
346	36 
347	27 
348	14 
349	40 
350	37 
351	18 
352	15 
353	11 
354	38 
355	4 
356	30 
357	21 
358	40 
359	20 
360	19 
361	34 
362	17 
363	7 
364	45 
365	14 
366	9 
367	9 
368	41 
369	39 
370	14 
371	45 
372	46 
373	45 
374	41 
375	2 
376	34 
377	18 
378	24 40 
379	43 50 
380	27 
381	39 
382	20 
383	20 
384	36 
385	13 
386	11 45 
387	51 
388	44 
389	4 
390	7 50 
391	39 
392	49 
393	30 
394	12 
395	17 
396	2 
397	35 
398	24 
399	14 
400	7 
401	45 
402	2 
403	32 
404	23 
405	49 
406	40 
407	29 
408	28 
409	52 
410	28 
411	4 
412	47 
413	4 
414	19 
415	45 
416	30 
417	24 
418	14 
419	18 
420	51 
421	17 
422	19 
423	2 
424	48 
425	15 
426	18 
427	12 
428	40 
429	51 
430	13 
431	4 
432	12 
433	17 
434	2 23 
435	40 
436	15 
437	35 
438	16 
439	39 
440	34 
441	24 
442	19 
443	20 
444	14 
445	9 35 
446	28 
447	50 
448	30 
449	27 
450	43 45 
451	18 45 
452	12 18 
453	9 
454	23 
455	11 
456	17 
457	27 
458	2 
459	21 
460	6 
461	16 22 
462	21 
463	14 
464	15 
465	15 
466	19 
467	24 
468	18 
469	21 
470	50 
471	28 
472	18 20 
473	32 
474	30 
475	23 
476	41 
477	40 
478	39 
479	28 
480	40 
481	32 48 
482	16 
483	42 45 
484	13 
485	34 
486	9 
487	34 
488	32 
489	17 
490	39 
491	17 
492	41 
493	9 
494	24 
495	28 
496	32 
497	35 
498	12 
499	2 
500	40 
501	18 
502	50 
503	35 
504	11 
505	38 
506	41 
507	9 
508	28 
509	18 44 
510	20 
511	45 
512	23 
513	12 
514	23 
515	38 
516	7 
517	48 
518	11 
519	12 
520	39 
521	21 
522	28 
523	42 
524	47 
525	50 
526	40 
527	40 
528	47 
529	42 
530	48 
531	38 
532	35 
533	34 
534	23 
535	24 
536	39 
537	6 
538	2 
539	7 
540	41 
541	43 
542	42 
543	30 
544	2 
545	35 
546	9 
547	6 
548	17 
549	13 
550	13 
551	48 
552	13 
553	47 
554	44 
555	41 
556	13 
557	43 
558	45 
559	7 
560	41 
561	32 
562	30 52 
563	38 
564	13 
565	7 
566	30 
567	7 
568	48 
569	46 
570	7 
571	35 
572	44 
573	13 
574	20 
575	28 
576	12 
577	48 
578	16 
579	41 
580	23 
581	27 
582	21 
583	45 
584	35 52 
585	20 
586	18 
587	44 
588	42 
589	43 50 
590	9 
591	5 12 
592	44 
593	20 
594	27 
595	45 
596	28 
597	47 
598	13 
599	35 
600	38 
601	28 
602	47 
603	11 
604	27 28 
605	34 
606	45 
607	30 
608	28 
609	28 
610	39 
611	30 
612	34 
613	16 
614	7 
615	9 22 
616	30 
617	24 
618	46 
619	18 
620	13 18 
621	16 
622	41 
623	42 
624	11 29 
625	41 
626	38 
627	18 
628	35 
629	24 
630	2 
631	11 43 
632	32 51 
633	24 
634	30 37 
635	43 
636	41 
637	34 
638	30 
639	48 
640	32 
641	28 33 
642	48 
643	48 
644	40 
645	24 
646	47 
647	50 
648	11 
649	44 
650	37 40 
651	18 
652	12 
653	46 
654	9 
655	41 
656	27 
657	43 
658	24 
659	2 
660	23 
661	2 14 
662	47 
663	43 
664	20 
665	48 
666	12 
667	6 
668	40 
669	32 
670	43 
671	48 
672	9 
673	43 
674	39 
675	47 
676	44 
677	6 
678	42 
679	27 
680	27 
681	45 
682	39 
683	9 
684	33 39 
685	38 
686	50 
687	28 
688	6 
689	39 45 
690	34 
691	38 
692	18 
693	46 
694	20 
695	45 
696	43 
697	9 30 
698	50 
699	12 
700	38 
701	18 
702	20 
703	20 
704	43 
705	12 
706	30 
707	6 
708	6 
709	6 
710	20 
711	48 
712	48 
713	32 
714	5 20 
715	47 
716	42 
717	6 
718	41 
719	44 
720	2 31 
721	32 
722	41 
723	43 
724	18 42 
725	18 19 
726	46 
727	6 
728	43 
729	32 
730	39 
731	27 
732	18 
733	20 
734	24 
735	35 
736	35 38 
737	9 
738	6 
739	39 46 
740	18 
741	34 
742	18 
743	38 
744	9 
745	36 39 
746	42 
747	38 
748	27 
749	45 
750	28 
751	39 
752	40 
753	50 
754	20 
755	9 
756	18 
757	12 
758	45 
759	12 
760	43 
761	2 41 
762	9 
763	10 42 
764	50 
765	32 
766	43 
767	43 
768	6 
769	20 
770	6 
771	6 
772	32 
773	38 
774	27 
775	23 
776	2 5 
777	39 
778	30 
779	50 
780	43 
781	42 
782	41 
783	16 25 
784	6 
785	34 
786	23 
787	18 
788	18 52 
789	9 
790	34 
791	32 
792	45 
793	12 
794	7 
795	28 32 
796	30 
797	20 
798	34 
799	32 
800	39 
801	40 
802	24 
803	18 28 
804	9 21 
805	23 
806	27 45 
807	41 
808	40 
809	38 
810	9 
811	30 
812	40 
813	28 
814	41 
815	38 
816	39 
817	45 
818	45 
819	7 
820	38 
821	9 
822	41 
823	30 
824	35 
825	32 
826	40 
827	28 
828	19 44 
829	28 
830	9 
831	38 
832	7 
833	9 
834	39 
835	40 
836	50 
837	7 
838	23 46 
839	7 
840	7 
841	18 
842	9 42 
843	40 
844	18 
845	50 
846	28 
847	7 
848	23 
849	8 12 
850	36 47 
851	41 
852	43 
853	39 
854	34 
855	9 
856	43 
857	43 
858	7 28 
859	39 
860	23 
861	30 
862	23 
863	30 
864	39 
865	27 38 
866	50 
867	13 40 
868	50 
869	18 
870	43 
871	50 
872	28 
873	24 
874	9 
875	50 
876	18 24 
877	24 31 
878	24 
879	43 
880	11 40 
881	20 24 
882	18 
883	50 
884	43 
885	50 
886	34 
887	38 
888	7 45 
889	18 
890	24 
891	7 
892	43 
893	7 
894	50 
895	42 50 
896	21 46 
897	24 
898	30 
899	50 
900	24 
901	7 
902	28 
903	18 
904	11 36 
905	43 
906	27 38 
907	23 
908	28 
909	7 
910	30 43 
911	43 
912	43 
913	5 18 
914	30 
915	28 
916	34 
917	23 
918	7 49 
919	29 46 
920	18 
921	8 41 
922	9 
923	39 
924	7 16 
925	23 
926	9 11 
927	28 
928	43 
929	39 
930	34 
931	34 45 
932	28 
933	45 
934	1 34 
935	45 
936	43 
937	50 
938	50 
939	45 
940	50 
941	34 
942	50 
943	18 
944	50 
945	30 
946	23 
947	45 
948	28 
949	23 
950	23 
951	28 
952	43 51 
953	43 
954	34 
955	45 
956	27 41 
957	6 44 
958	50 
959	23 
960	45 
961	28 
962	26 50 
963	23 
964	34 
965	34 
966	34 
967	23 
968	11 23 
969	23 
970	28 39 
971	43 
972	15 50 
973	28 
974	45 
975	43 
976	34 
977	43 
978	43 
979	43 
980	27 34 
981	9 42 
982	43 
983	18 
984	38 46 
985	18 
986	18 
987	34 
988	18 
989	34 
990	10 43 
991	18 
992	7 18 
993	28 
994	28 
995	34 
996	43 
997	28 
998	43 
999	23 45 
1000	43 
