1	213	2.99747
1	233	2.43966
1	434	3.22496
1	454	3.52367
1	534	3.44862
1	660	5.07378
1	848	6.45036
1	860	6.50314
1	862	6.52803
1	907	6.80239
1	917	7.16047
1	925	7.31553
1	946	7.74316
1	949	7.48596
1	950	7.43275
1	959	7.95716
1	963	7.53243
1	967	7.9973
1	968	7.87775
1	969	8.11357
1	999	8.07534
2	157	2.36382
2	328	3.07518
2	410	3.50591
2	501	3.44454
2	509	2.89312
2	522	3.83514
2	740	5.10197
2	827	5.66981
2	841	6.68591
2	882	6.97437
2	889	6.71764
2	903	6.86807
2	920	7.54441
2	927	7.36542
2	943	7.63823
2	973	7.98984
2	991	8.77717
2	992	8.61888
2	993	8.22105
2	997	8.83378
3	103	9.54101
3	108	8.99128
3	152	8.20964
3	163	8.18029
3	195	7.25619
3	200	9.52656
3	240	9.15592
3	378	0.434346
3	472	9.77366
3	577	0.00161804
3	634	0.000818979
3	640	0.00332209
3	715	0.074783
3	720	7.58976
3	770	0.00120619
3	877	10.209
3	944	0.708853
4	30	12.2896
4	239	6.16472
4	259	0.00360057
4	295	0.00167969
4	315	8.95759
4	329	6.75454
4	360	9.36503
4	395	0.00174286
4	414	8.08544
4	422	7.28482
4	442	6.50579
4	466	8.19055
4	719	0.000216363
4	725	8.3255
4	792	0.361718
4	798	2.5207
4	828	12.0412
4	867	0.174425
4	945	0.00029222
4	957	0.500332
5	37	15.0072
5	87	5.31132
5	205	0.00175317
5	232	5.66567
5	245	0.000454701
5	279	2.60023e-005
5	412	6.44475
5	528	5.6547
5	553	7.96938
5	597	5.84901
5	602	5.81504
5	646	7.29585
5	662	7.48272
5	675	6.4704
5	715	7.87078
5	782	3.42018e-005
5	850	10.7698
5	946	8.1907
5	994	7.59106
6	79	4.51203
6	154	0.000480699
6	161	5.01692
6	198	5.76218
6	228	4.66354e-005
6	249	5.3976
6	269	5.2593
6	372	5.79137
6	569	6.70632
6	618	6.51352
6	653	7.68632
6	693	7.22493
6	726	7.41862
6	739	6.63081
6	838	6.88779
6	892	14.8928
6	901	0.759633
6	919	11.1667
6	984	10.0693
7	28	10.4039
7	33	8.80818
7	40	0.0152987
7	65	8.15141
7	101	9.55315
7	143	9.39283
7	146	8.81395
7	196	6.5401
7	205	5.40458
7	290	7.30619
7	317	8.82706
7	344	10.114
7	439	4.64504
7	530	0.00116971
7	543	0.0144952
7	547	0.0138909
7	787	0.0151242
7	934	7.51311
7	950	0.00917943
8	36	5.36957
8	41	5.36008
8	322	4.8613
8	481	7.62495
8	517	5.48633
8	530	6.97537
8	551	8.62643
8	568	6.93688
8	577	7.28975
8	593	0.000784962
8	639	7.32189
8	642	8.30039
8	643	8.33165
8	665	6.52386
8	671	6.51722
8	711	7.82552
8	712	8.04665
8	818	6.69893
8	835	1.43463
8	928	8.28254
9	42	5.12366
9	93	8.10938
9	124	6.08987
9	173	6.58213
9	208	5.29601
9	215	8.10521
9	309	11.2119
9	329	9.31452e-005
9	344	8.08658e-005
9	350	9.61774
9	598	0.00361688
9	634	10.9035
9	650	8.65366
9	864	3.88385
9	878	5.78036e-007
9	891	0.0173208
9	983	0.711317
10	19	0.0010997
10	142	0.00260571
10	157	12.2931
10	197	4.49123
10	259	7.37776
10	274	8.76035
10	303	5.94687
10	334	6.11526
10	340	11.2846
10	352	6.23344
10	425	8.81388
10	436	8.01725
10	464	7.2258
10	465	6.51711
10	548	0.00257795
10	656	1.90437
10	952	1.79599e-006
10	972	8.27192
11	26	0.00369681
11	229	0.000332858
11	274	0.000141135
11	562	0.000380482
11	588	0.000295972
11	600	5.83292
11	626	6.60891
11	640	7.11096
11	713	7.10378
11	721	7.61694
11	791	7.74332
11	799	7.9127
11	809	7.52509
11	815	7.01488
11	820	7.46051
11	825	7.77407
11	831	8.51515
11	887	8.30231
11	906	7.95366
11	971	16.633
12	17	4.46967
12	155	4.18993
12	172	3.59331
12	179	8.17058
12	201	8.32244
12	278	7.47708
12	282	0.000117831
12	401	10.4839
12	530	7.9942e-005
12	591	7.47057
12	684	0.000179348
12	714	6.62478
12	776	10.511
12	913	6.7696
13	44	0.000770168
13	59	4.51624
13	69	6.34817
13	100	6.36129
13	104	9.54854
13	153	6.1596
13	187	9.19301
13	314	8.50248
13	385	0.114095
13	570	2.76899
13	611	0.0182162
13	849	9.66692
13	920	3.51865
13	921	10.11
13	922	1.28247
13	933	2.55333
13	980	3.22675
14	22	11.76
14	39	6.40618
14	118	4.65737e-005
14	150	7.03279
14	255	5.76727
14	258	8.87865
14	282	7.13167
14	358	3.06011
14	392	11.553
14	405	7.62418
14	605	5.89777e-006
14	624	0.00298593
14	737	0.00554486
14	865	2.51034
14	918	8.01336
14	922	2.58974
14	964	3.33704
14	974	1.68206
14	985	2.6763
15	31	12.2342
15	51	4.27665
15	54	6.99356
15	109	7.80105
15	120	5.52147
15	128	7.4693
15	133	15.0599
15	162	6.06889
15	206	12.8782
15	285	11.4628
15	614	1.4311
15	700	0.000209604
15	827	5.21277
15	882	1.44701
15	895	3.44524
15	972	1.20936
15	977	0.0121842
15	994	1.49766
16	79	4.42538
16	131	4.67399
16	161	4.93026
16	198	5.67553
16	202	5.28647
16	249	5.31095
16	372	5.70472
16	569	6.61966
16	618	6.42686
16	653	7.59966
16	693	7.13828
16	726	7.33197
16	803	1.54265
16	838	6.80113
16	864	3.37428
16	868	9.36824
16	896	9.84269
16	919	11.08
16	982	2.27326
16	984	9.98265
17	12	3.96862
17	121	5.03864e-005
17	155	4.9358
17	172	4.33917
17	179	8.91645
17	201	9.06831
17	278	8.22294
17	591	8.21644
17	714	7.37065
17	727	9.92653e-006
17	776	11.2569
17	779	8.48735
17	796	0.00443696
17	913	7.51547
17	937	2.62705
17	991	0.818331
18	29	9.02998
18	147	5.87005
18	148	4.24295
18	176	5.66133
18	234	9.27638
18	256	4.23449
18	321	12.2327
18	355	6.09121
18	389	13.0093
18	411	6.8425
18	413	7.53096
18	431	10.4608
18	499	0.00180465
18	514	6.47239
18	671	0.0010515
18	789	6.95261
18	984	0.00631369
18	992	0.0156478
19	25	6.15682
19	48	8.78817
19	115	7.26748
19	338	11.4707
19	362	6.33167
19	395	7.86949
19	421	9.53276
19	433	7.29286
19	456	6.12543
19	489	7.18091
19	491	9.17079
19	523	3.61864e-005
19	547	0.914465
19	548	6.74441
19	604	7.44587
19	713	0.000205265
19	784	0.0149275
19	811	0.000767058
19	872	3.09329
19	999	5.16621
20	244	3.70275
20	296	3.56703
20	400	3.37692
20	516	3.58721
20	539	3.87784
20	559	4.52649
20	567	4.81275
20	794	6.02077
20	819	6.17056
20	832	6.50973
20	837	6.75285
20	840	6.44399
20	847	6.15996
20	891	7.34912
